TITCK_ID,TITCK_Ilac_Adi,ATC_Barkod,ATC_Kodu,ATC_Durumu,Match Score
2,% 10 DEKSTROZ BIOSEL SUDAKI HIPERTONIK SOLÜSYONU,8699788695045,B05BA03,Aktif,77.73
3,% 10 DEKSTROZ BIOSEL SUDAKI HIPERTONIK SOLÜSYONU,8699788695045,B05BA03,Aktif,77.73
4,% 10 DEKSTROZ BIOSEL SUDAKI HIPERTONIK SOLÜSYONU,8699788695045,B05BA03,Aktif,77.73
5,"% 17,5 DEKSTROZ BIOSEL SUDAKI HIPERTONIK SOLÜSYONU",8699788695038,B05BA03,Aktif,80.12
6,"% 17,5 DEKSTROZ BIOSEL SUDAKI HIPERTONIK SOLÜSYONU",8699788695038,B05BA03,Aktif,80.12
7,% 20 DEKSTROZ BIOSEL SUDAKI HIPERTONIK SOLÜSYONU,8699788695045,B05BA03,Aktif,78.72
12,% 50 DEKSTROZ BİOSEL SUDAKİ HİPERTONİK SOLÜSYONU,8699788695069,B05BA03,Aktif,70.02
13,%0.9 İZOTONİK SODYUM KLORÜR SOLÜSYONU,8699788690453,B05XA03,Pasif,70.05
14,%0.9 İZOTONİK SODYUM KLORÜR SOLÜSYONU,8699788690453,B05XA03,Pasif,70.05
25,"%5 DEKSTROZ , %0.45 SODYUM KLORÜR, %0.3 POTASYUM KLORÜR BIOSEL ENJEKTABL SOLÜSYONU",8699788690132,B05BB02,Aktif,77.09
28,%5 DEKSTROZ %0.45 SODYUM KLORÜR BİOSEL SOLÜSYONU,8699788690132,B05BB02,Aktif,71.35
31,%5 DEKSTROZ BIOSEL SUDAKI SOLÜSYONU,8699788690903,B05BA03,Aktif,73.17
43,5-FLUOROURACIL 1000 MG/20 ML ENJEKTABL ÇÖZELTI IÇEREN FLAKON,8699510770125,L01BC02,Pasif,90.28
44,5-FLUOROURACIL 500 MG/10 ML ENJEKTABL ÇÖZELTI IÇEREN FLAKON,8699510770125,L01BC02,Pasif,84.19
45,5-FLUOROURACIL BIOSYN 1000 MG/20 ML AMPUL,8699205770034,L01BC02,Pasif,89.09
46,5-FLUOROURACIL BIOSYN 250 MG/5 ML AMPUL,8699205770034,L01BC02,Pasif,86.59
47,5-FLUOROURACIL BIOSYN 500 MG/10 ML AMPUL,8699643750056,L01BC02,Pasif,86.59
48,5-Frotu 1000 mg/20 ml Enjeksiyonluk Çözelti İçeren Flakon,8699650772331,L01BC02,Pasif,83.54
49,5-FROTU 500 MG/10 ML ENJEKSİYONLUK ÇÖZELTİ,8699650772331,L01BC02,Pasif,82.6
50,5-Frotu 5000 mg/100 ml Enjeksiyonluk Çözelti İçeren Flakon,8699650772331,L01BC02,Pasif,84.2
58,A-FERİN ZERO 120 MG/5 ML PEDİATRİK ŞURUP,8699570570246,N02BE01,Aktif,82.35
59,A-FERİN ZERO 6 PLUS 250 MG/5 ML ORAL SüSPANSIYON,8699570700094,N02BE01,Aktif,89.03
64,"ABALEVO 1,5 MG TABLET",8681725054770,G03AD01,Aktif,98.87
69,ABETYL 250 MG TABLET,8699514011606,L02BX03,Aktif,75.98
70,ABETYL 500 MG FILM KAPLı TABLET,8699514096641,L02BX03,Aktif,86.77
75,ABİLİFY 10 MG TABLET,8680683010149,N05AX12,Aktif,72.88
76,ABİLİFY 15 MG TABLET,8680683010156,N05AX12,Aktif,73.31
77,ABİLİFY 30 MG TABLET,8680683010163,N05AX12,Aktif,72.95
78,ABİLİFY 5 MG TABLET,8680683010132,N05AX12,Aktif,72.68
79,ABILIFY 7.5MG/ML IM ENJEKSIYONLUK ÇÖZELTI İÇEREN FLAKON,8680683010132,N05AX12,Aktif,78.36
80,ABİLİFY MAİNTENA 300 MG UZUN SALIMLI İM ENJEKSIYONLUK FLAKON,8680683780028,N05AX12,Aktif,74.07
81,ABİLİFY MAİNTENA 400 MG UZUN SALIMLI İM ENJEKSIYONLUK FLAKON,8680683780028,N05AX12,Aktif,76.04
82,ABIRATEX 250 MG TABLET,8699541015349,L02BX03,Pasif,88.28
83,ABITIGA 250 MG TABLET,8685025010016,L02BX03,Aktif,81.38
85,ABIZOL 10 MG TABLET,8699540016668,N05AX12,Aktif,94.84
86,ABIZOL 15 MG TABLET,8699540016712,N05AX12,Aktif,94.96
87,ABIZOL 20 MG TABLET,8699540016767,N05AX12,Aktif,94.86
88,ABIZOL 30 MG TABLET,8699540016811,N05AX12,Aktif,94.85
89,ABIZOL 5 MG TABLET,8699540016613,N05AX12,Aktif,94.78
90,ABIZOL EASYTAB 10MG AĞIZDA DAĞILAN TABLET,8699262070030,N05AX12,Pasif,90.25
91,ABIZOL EASYTAB 10MG AĞIZDA DAĞILAN TABLET,8699540070097,N05AX12,Aktif,91.15
92,ABIZOL EASYTAB 15MG AĞIZDA DAĞILAN TABLET,8699540070110,N05AX12,Aktif,92.19
93,ABİZOL EASYTAB 5 MG AĞIZDA DAĞILAN TABLET,8699540070080,N05AX12,Aktif,82.31
100,ABYGA  500  MG  FİLM  KAPLI TABLET,8699525099532,L02BX03,Aktif,80.69
101,ABYGA 250 MG TABLET,8699525019776,L02BX03,Aktif,78.95
112,ACEPER 2 MG TABLET,8699293010043,C09AA04,Pasif,79.83
113,ACEPER 2MG TABLET,8699293010043,C09AA04,Pasif,76.17
114,ACEPER 4 MG TABLET,8699293010043,C09AA04,Pasif,81.38
115,ACEPER 4MG TABLET,8699293010043,C09AA04,Pasif,76.35
116,ACEPER 8 MG TABLET,8699293010050,C09AA04,Pasif,81.47
117,ACEPER 8MG TABLET,8699293010050,C09AA04,Pasif,75.83
119,ACEPER PLUS 4MG/1.25MG TABLET,8699293010043,C09AA04,Pasif,71.11
126,ACETUDİL  FORTE 60 MG KAPSÜL,8699527151016,M01AB11,Aktif,71.63
127,ACETUDIL 90 MG UZATILMIŞ SALIMLI SERT KAPSÜL,8699527150132,M01AB11,Aktif,82.02
131,ACLABON 5MG/100ML İNFÜZYON ÇÖZELTİSİ İÇEREN FLAKON,8699828690191,M05BA08,Pasif,80.55
133,ACLASTA 5MG/100 ML İNFÜZYON ÇÖZELTISI İÇEREN FLAKON,8699504690019,M05BA08,Pasif,72.4
134,"ACLOREM %0,05 KREM",8681728350053,D07AB10,Pasif,72.36
138,ACNEFFERIN %0.1 JEL,8699789380070,D10AD03,Aktif,82.39
139,ACNEGEN 10 MG YUMUŞAK JELATIN KAPSÜL,8699821190100,D10BA01,Aktif,85.56
140,ACNEGEN 20 MG YUMUŞAK JELATIN KAPSÜL,8699821190094,D10BA01,Aktif,85.58
141,ACNELYSE      %0.025    KREM,8699514350170,D10AD01,Aktif,80.64
142,ACNELYSE  % 0.05 KREM,8699514350118,D10AD01,Aktif,86.18
143,ACNELYSE  % 0.1 KREM,8699514355908,D10AD01,Aktif,91.48
146,ACNEWELL  %  7.5  JEL,8699680340029,D10AX05,Aktif,93.85
147,ACNEWELL %5 JEL,8699680340029,D10AX05,Aktif,95.26
153,ACSONAT 35MG FILM TABLET,8699369070032,M05BA07,Pasif,84.11
161,ACTEMRA  200  MG/10  ML  INFüZYONLUK  KONSANTRE ÇÖZELTİ,8699505762296,L04AC07,Aktif,89.06
162,ACTEMRA  400  MG/20  ML  INFüZYONLUK  KONSANTRE ÇÖZELTİ,8699505762319,L04AC07,Aktif,89.16
163,ACTEMRA  80  MG/4  ML  INFüZYONLUK  KONSANTRE  çöZELTI,8699505762272,L04AC07,Aktif,89.16
164,ACTEMRA 162 MG/0.9 ML SC ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ENJEKTÖR,8699505952840,L04AC07,Aktif,86.68
168,ACTILYSE 20 MG FLAKON,8699693790040,B01AD02,Aktif,93.39
171,ACTIQ 200MCG OROMUKOZAL APLIKATÖRLÜ PASTIL,8699804060109,N02AB03,Pasif,90.23
172,ACTIQ 400MCG OROMUKOZAL APLIKATÖRLÜ PASTIL,8699804060123,N02AB03,Pasif,90.08
173,ACTIQ 800MCG OROMUKOZAL APLIKATÖRLÜ PASTIL,8699804060147,N02AB03,Pasif,90.7
175,ACTIVELLE FILM TABLET,8699676090617,G03FA01,Aktif,72.22
178,ACTOS 15 MG TABLET,8682758010016,A10BG03,Aktif,89.32
179,ACTOS 30 MG TABLET,8682758010023,A10BG03,Aktif,88.62
182,ACUFİX %0.4 GÖZ DAMLASI,8699525610157,S01BC05,Aktif,81.01
183,"ACULAR LS % 0.4 GÖZ DAMLASI, ÇÖZELTİ",8699490561010,S01BC05,Pasif,77.14
185,ACYL %5 KREM,8680381900193,D06BB03,Aktif,72.0
186,ACYL TABLET 200 MG,8681023010010,J05AB01,Pasif,74.9
191,"ADADERM %0,1 JEL",8699512008790,D10AD03,Aktif,95.3
192,ADALAT CRONO 30 MG KONTROLLÜ SALIM TABLETI,8699546031870,C08CA05,Aktif,98.31
193,ADALAT CRONO 60 MG KONTROLLÜ SALIM TABLETI,8699546032297,C08CA05,Pasif,98.32
194,ADAMAKS 200 MG/5 ML ORAL SÜSPANSİYON HAZIRLAMAK İÇİN TOZ,8683498330006,J01FA10,Pasif,71.34
195,ADAMAKS 500 MG FİLM KAPLI TABLET,8683498330013,J01FA10,Pasif,72.16
197,ADCETRİS 50 MG IV İNFÜZYONLUK ÇÖZELTİ KONSANTRESİ İÇİN TOZ İÇEREN FLAKON,8699456790058,L01FX05,Aktif,84.46
204,ADEMPAS®  1 MG FILM KAPLı TABLET,8699546090211,C02KX05,Aktif,88.65
205,"ADEMPAS® 0,5 MG FILM KAPLı TABLET",8699546090198,C02KX05,Aktif,88.73
206,"ADEMPAS® 1,5 MG FILM KAPLı TABLET",8699546090235,C02KX05,Aktif,88.71
207,ADEMPAS® 2 MG FILM KAPLı TABLET,8699546090297,C02KX05,Aktif,88.71
208,"ADEMPAS® 2,5 MG FILM KAPLı TABLET",8699546090273,C02KX05,Aktif,88.77
209,ADENOSIN - L.M. 5 MG/ML I.V. ENJEKSIYON/İNFÜZYON İÇIN ÇÖZELTI İÇEREN AMPUL ? 2 ML,8699220750011,C01EB10,Pasif,72.81
210,ADENOSIN - L.M. 5 MG/ML I.V. ENJEKSIYON/İNFÜZYON İÇIN ÇÖZELTI İÇEREN FLAKON ? -50 ML,8699220750035,C01EB10,Pasif,75.98
211,ADENOSIN - L.M. 5 MG/ML I.V. ENJEKSIYON/İNFÜZYON İÇIN ÇÖZELTI İÇEREN FLAKON ? 10 ML,8699220750028,C01EB10,Pasif,76.07
213,ADENURİC 120 MG FİLM KAPLI TABLET,8699832090604,M04AA03,Aktif,74.4
214,ADENURİC 80 MG FİLM KAPLI TABLET,8699832090598,M04AA03,Aktif,74.28
215,ADEPİRON  1 G/2 ML IM/IV ENJEKSIYONLUK çöZELTI,8699587751881,N02BB02,Pasif,73.21
216,ADEPİRON  2.5 G/5 ML IM/IV ENJEKSIYONLUK çöZELTI,8699587751898,N02BB02,Pasif,77.52
217,ADEPİRON  500 MG TABLET,8699587011862,N02BB02,Pasif,70.32
219,ADEPİRON 250 MG/5 ML ŞURUP,8699587571854,N02BB02,Pasif,79.72
223,"ADMIRAZ 0,25 MG FILM KAPLI TABLET",8699074090967,L04AE03,Aktif,86.8
224,ADMIRAZ 2 MG FILM KAPLI TABLET,8699074090998,L04AE03,Aktif,86.98
243,ADRENALIN BIOFARMA 0.5 MG/ 1 ML AMPUL,8699578750053,C01CA24,Pasif,78.56
244,ADRENALIN BIOFARMA 1 MG/ 1 ML AMPUL,8699578750060,C01CA24,Pasif,79.49
255,"ADVAGRAF 0,5 MG UZATILMIŞ SALIMLI SERT KAPSÜL",8699043890185,L04AD02,Aktif,83.78
256,ADVAGRAF 1 MG UZATILMIŞ SALIMLI SERT KAPSÜL,8699043890215,L04AD02,Aktif,83.66
257,ADVAGRAF 3 MG UZATILMIŞ SALIMLI SERT KAPSÜL,8699043890215,L04AD02,Aktif,79.07
258,ADVAGRAF 5 MG UZATILMIŞ SALIMLI SERT KAPSÜL,8699043890253,L04AD02,Aktif,83.67
259,"ADVANTAN % 0,1 KREM",8699514350255,D07AC14,Aktif,74.97
260,"ADVANTAN % 0,1 MERHEM",8699514380108,D07AC14,Aktif,76.45
261,ADVANTAN % 0.1 YAğLı MERHEM,8699514380092,D07AC14,Aktif,78.57
262,"ADVANTAN M % 0,1 EMüLSIYON",8699514480037,D07AC14,Aktif,77.58
263,ADVATE 1000 IU /5 ML IV ENJEKSIYON IÇIN LIYOFILIZE TOZ IÇEREN FLAKON,8681429550028,B02BD02,Aktif,73.48
264,ADVATE 1500 IU/5 ML IV ENJEKSIYON IÇIN LIYOFILIZE TOZ IÇEREN FLAKON,8681429550035,B02BD02,Aktif,73.85
266,ADVATE 250 IU/5 ML IV ENJEKSIYON IÇIN LIYOFILIZE TOZ IÇEREN FLAKON,8681429550004,B02BD02,Aktif,73.41
268,ADVATE 500 IU/5 ML IV ENJEKSIYON IÇIN LIYOFILIZE TOZ IÇEREN FLAKON,8681429550011,B02BD02,Aktif,73.29
275,"AERIUS 0,5 MG/ML ŞURUP",8683280337015,R06AX27,Pasif,94.12
276,AERİUS 5 MG FİLM KAPLI TABLET,8683280337022,R06AX27,Aktif,85.84
277,AERIUS REDITABS 2.5 MG AĞIZDA DAĞILAN TABLET,8699636080047,R06AX27,Pasif,85.92
278,AERIUS REDITABS 5 MG AĞIZDA DAĞILAN TABLET,8699636080047,R06AX27,Pasif,86.18
292,"AETHOXYSKLEROL % 0,5 I.V. ENJEKSİYONLUK ÇÖZELTİ İÇEREN AMPUL",8699708751745,C05BB02,Pasif,73.99
293,AETHOXYSKLEROL % 1 I.V. ENJEKSİYONLUK ÇÖZELTİ İÇEREN AMPUL,8699708751752,C05BB02,Pasif,73.81
295,AETHOXYSKLEROL % 2 I.V. ENJEKSİYONLUK ÇÖZELTİ İÇEREN AMPUL,8699708751769,C05BB02,Pasif,73.97
296,AETHOXYSKLEROL % 3 I.V. ENJEKSİYONLUK ÇÖZELTİ İÇEREN AMPUL,8699708751776,C05BB02,Pasif,73.91
299,AFILTA 20 MG FILM TABLET,8699502093218,G04BE08,Pasif,97.82
301,AFINITOR 10 MG TABLET,8699504011487,L01EG02,Aktif,93.04
302,AFINITOR 5 MG TABLET,8699504011456,L01EG02,Aktif,92.99
307,AFUNDAS-L 50 MG IV İNFUZYONLUK LİYOFİLİZE TOZ İÇEREN FLAKON,8699541794794,J02AX04,Pasif,74.37
308,AFUNDAS-L 70 MG IV İNFUZYONLUK LİYOFİLİZE TOZ İÇEREN FLAKON,8699541794800,J02AX04,Pasif,74.47
313,AGNUCASTON FILM KAPLI TABLET,8680952380911,G02CX03,Aktif,92.02
317,AGREDUR READY 50 MCG/ML I.V. İNFÜZYON İÇİN ÇÖZELTİ,8699606766070,B01AC17,Aktif,73.52
318,AGRİLOR 60 MG FİLM KAPLI TABLET,8699543092065,B01AC24,Aktif,74.16
319,AGRİLOR 90 MG FİLM KAPLI TABLET,8699543092065,B01AC24,Aktif,77.82
321,AIMAFIX 1000 IU/10 ML IV İNFÜZYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN TOZ VE ÇÖZÜCÜ,8680972009007,B02BD04,Aktif,70.45
328,AIRFIBRO 300 MG/5 ML NEBüLIZASYON ÇöZELTISI,8699606657569,J01GB01,Aktif,87.68
329,AIRFIX 10 MG FILM KAPLI TABLET,8680881090608,R03DC03,Aktif,88.85
330,AIRFIX 4 MG GRANÜL İÇEREN SAŞE,8680881240560,R03DC03,Pasif,82.55
331,AIRFIX 4MG ÇIĞNEME TABLETI,8680881080579,R03DC03,Pasif,87.01
332,AIRFIX 5MG ÇIĞNEME TABLETI,8680881080579,R03DC03,Pasif,88.69
333,AIRLAST 10 MG FİLM TABLET,8699578090128,R03DC03,Pasif,88.91
334,AIRLAST 4 MG ÇIĞNEME TABLETI,8699578080013,R03DC03,Pasif,96.36
335,AIRLAST 5 MG ÇİĞNEME TABLETİ,8699578080020,R03DC03,Pasif,88.42
338,AIRLINE 5 MG ÇIĞNEME TABLETI,8699578080020,R03DC03,Pasif,71.39
341,AIRMOL 10MG FILM TABLET,8697927090096,R03DC03,Pasif,84.07
342,AIRMOL 4MG ÇIĞNEME TABLETI,8697927080080,R03DC03,Pasif,85.98
343,AIRMOL 4MG SAŞE,8697927240064,R03DC03,Pasif,83.55
344,AIRMOL 5MG ÇIĞNEME TABLETI,8697927080080,R03DC03,Pasif,87.77
345,AIRPACK 12/200 MCG INHALASYON IÇIN TOZ IÇEREN BLISTER,8699976550941,R03AK07,Pasif,74.7
346,AIRPACK 12/200 MCG INHALASYON IÇIN TOZ IÇEREN KAPSÜL,8699976550804,R03AK07,Pasif,72.81
347,AIRPACK 12/400 MCG INHALASYON IÇIN TOZ IÇEREN BLISTER,8699976550873,R03AK07,Pasif,74.92
348,AIRPACK 12/400 MCG INHALASYON IÇIN TOZ IÇEREN KAPSÜL,8699976550828,R03AK07,Pasif,73.05
355,AIRPLUS 50/100 MCG DISCAIR İNHALASYON İÇIN TOZ,8681094550323,R03AK06,Pasif,71.0
356,AIRPLUS DISCAIR 50/250MCG İNHALASYON IçIN TOZ (60 DOZ),8682758550017,R03AK06,Aktif,75.7
357,AIRPLUS DISCAIR 50/500MCG İNHALASYON IçIN TOZ (60 DOZ),8682758550024,R03AK06,Aktif,75.89
362,AIRPUFF DISCAIR 50 MCG/250 MCG İNHALASYON TOZU,8680741551157,R03AK06,Aktif,75.32
363,AIRPUFF DISCAIR 50 MCG/500 MCG İNHALASYON TOZU,8680741551164,R03AK06,Aktif,75.28
369,"AJOVY 225 MG/ 1,5 ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA  HAZIR ENJEKTÖR",8699638955701,N02CD03,Aktif,93.11
370,Akela %2 Jel,8699278340035,D10AF02,Pasif,77.63
371,Akela Forte %4 Jel,8699278340042,D10AF02,Aktif,76.78
372,AKINETON 2 MG TABLET,8699708011559,N04AA02,Aktif,74.11
373,AKINETON 5 MG/ML IM/IV ENJEKSIYONLUK/İNFÜZYONLUK ÇÖZELTİ,8699708011559,N04AA02,Aktif,75.89
378,AKLOFEN %3 JEL,8681911340014,D11AX18,Aktif,70.04
379,AKLOVIR %5 KREM,8699516355616,D06BB03,Aktif,77.14
380,AKLOVIR 200 MG TABLET,8699516015602,J05AB01,Aktif,82.65
382,AKLOVIR 800 MG FILM TABLET,8699516015633,J05AB01,Aktif,82.9
383,AKLOVIR 800 MG FILM TABLET,8699516015633,J05AB01,Aktif,72.72
385,AKNEFLOKS %1 KREM,8680150350112,D10AF05,Aktif,81.66
387,AKNETRENT 10 MG YUMUŞAK  KAPSÜL,8699559190038,D10BA01,Aktif,78.32
388,AKNETRENT 20 MG YUMUŞAK  KAPSÜL,8699559190045,D10BA01,Aktif,78.35
391,AKNILOX %2 JEL,8699708340031,D10AF02,Pasif,75.87
409,ALARİN 10 MG TABLET,8699578010034,R06AX13,Pasif,78.4
416,ALBIOMIN %20 100 ML IV INFÜZYONLUK ÇÖZELTİ,8682109319805,B05AA01,Pasif,84.14
417,ALBIOMIN %20 50 ML IV INFÜZYONLUK ÇÖZELTİ,8682109319805,B05AA01,Pasif,82.84
418,ALBIPAKSEL 100 MG İNFüZYONLUK DISPERSIYON HAZıRLAMADA KULLANıLACAK KONSANTRE İçIN TOZ,8699638795574,L01CD01,Aktif,72.05
419,ALBITROL 500 MG FILM KAPLı TABLET,8680760092044,P01AB03,Pasif,75.74
420,"ALBUMAN 200 MG/ML İNFüZYON IçIN ÇöZELTI İçEREN FLAKON, 100 ML",8699823980167,B05AA01,Pasif,85.39
421,"ALBUMAN 200 MG/ML İNFüZYON IçIN ÇöZELTI İçEREN FLAKON, 50 ML",8699823980167,B05AA01,Pasif,84.25
423,ALBUREX %20 IV İNFÜZYONLUK ÇÖZELTİ 100 ML,8681624980255,B05AA01,Aktif,86.84
424,ALBUREX %20 IV İNFÜZYONLUK ÇÖZELTİ 50 ML,8681624980248,B05AA01,Aktif,86.81
426,ALCEBA 10 MG FILM TABLET,8680008091006,N06DX01,Pasif,85.67
427,ALCEBA ORAL DAMLA,8680008590011,N06DX01,Pasif,87.4
430,ALDACTONE 100 MG TABLET,8699543010038,C03DA01,Aktif,86.73
431,ALDACTONE-A 25 MG TABLET,8699543010021,C03DA01,Aktif,81.85
435,ALDURAZYME 100 U/ML IV INFüZYON IçIN KONSANTRE çöZELTI,8699809779150,A16AB05,Aktif,75.53
436,ALECAST 10MG FILM KAPLI TABLET,8699680090252,R03DC03,Aktif,79.51
437,ALECAST 4MG ÇIĞNEME TABLETI,8699680080024,R03DC03,Aktif,70.42
438,ALECAST 5  MG  ÇIĞNEME TABLETI,8699680080017,R03DC03,Aktif,84.46
439,ALECENSA 150 MG SERT KAPSÜL,8699505153407,L01ED03,Aktif,79.89
464,ALFASID 375 MG FİLM TABLET,8699517090059,J01CR04,Pasif,70.33
482,ALFOXIL 500 MG TABLET,8699517012013,J01CA04,Pasif,70.34
486,ALFUTU 10 MG UZATıLMış SALıMLı TABLET,8699650032534,G04CA01,Aktif,87.72
493,ALGOPET 100MG FİLM KAPLI TABLET,8699680090467,M01AE09,Aktif,82.81
494,ALGOPET SR 200 MG MİKROPELLET KAPSÜL,8699680170053,M01AE09,Aktif,88.5
496,ALİENTO 10 MG FILM KAPLI TABLET,8699293090083,R03DC03,Pasif,78.04
497,ALİENTO 4 MG ÇİĞNEME TABLETİ,8699293080107,R03DC03,Pasif,75.21
498,ALİENTO 5 MG ÇİĞNEME TABLETİ,8699293080107,R03DC03,Pasif,76.19
507,ALKERAN 2 MG FILM TABLET,8699874080021,L01AA03,Aktif,87.14
508,ALLEGRA 120 MG FİLM KAPLI TABLET,8683060090147,R06AX26,Aktif,77.81
509,ALLEGRA 180 MG FİLM KAPLI TABLET,8683060090130,R06AX26,Aktif,78.27
519,ALLOPRE 5 G İNFüZYONLUK ÇöZELTI HAZıRLAMAK İçIN TOZ,8680952000062,L01AB02,Aktif,90.9
521,ALMENTA 10MG/G ORAL DAMLA,8699293590149,N06DX01,Pasif,82.56
525,ALOCORT M % 0.1 EMÜLSİYON,8699738480028,D07AC14,Aktif,73.0
528,ALOFİN 1 MG FİLM KAPLI TABLET,8699828090526,D11AX10,Pasif,70.6
529,"ALOMIDE % 0.1 STERIL GöZ DAMLASı, ÇöZELTI",8699504612011,S01GX05,Pasif,73.43
530,ALOND 150MG KAPSÜL,8697905158992,N02BF02,Pasif,92.96
531,ALOND 25MG KAPSÜL,8697905159012,N02BF02,Pasif,92.28
532,ALOND 300MG KAPSÜL,8697905159029,N02BF02,Pasif,93.33
533,ALOND 75MG KAPSÜL,8697905159036,N02BF02,Pasif,91.89
534,ALOPEXY T %5 DERİ SPREYİ,8681349103021,D11AX01,Aktif,79.5
535,ALORES 2.5MG/5ML ŞURUP,8699591570379,R06AX27,Aktif,84.5
536,ALOXİ 250 MIKROGRAM/5 ML İ.V. ENJEKSIYONLUK ÇÖZELTI İÇEREN FLAKON,8699650772065,A04AA05,Pasif,72.11
543,ALPROS 20 MCG/ML İNFÜZYON İÇİN KONSANTRE ÇÖZELTİ İÇEREN AMPUL,8699828750635,C01EA01,Pasif,79.19
544,ALPROS 500 MCG/ML İNFÜZYON İÇİN KONSANTRE ÇÖZELTİ İÇEREN AMPUL,8699828750635,C01EA01,Pasif,78.13
545,ALPROSTADİL 20 MCG/ML İNFÜZYON İÇİN KONSANTRE ÇÖZELTİ İÇEREN AMPUL,8699844750220,C01EA01,Pasif,71.78
546,ALPROSTADIL 20?CG/ML İNFÜZYON İÇİN KONSANTRE ÇÖZELTİ İÇEREN AMPUL,8699844750220,C01EA01,Pasif,78.68
547,ALPROSTADİL 500MCG/ML İNFÜZYON İÇİN KONSANTRE ÇÖZELTİ İÇEREN AMPUL,8699844750213,C01EA01,Pasif,70.72
548,ALPROSTASIL 500UG/ML INFÜZYON IÇIN KONSANTRE ÇÖZELTI IÇEREN AMPUL,8699844750213,C01EA01,Pasif,77.24
549,ALPROSTASIN 20 UG/ML INFÜZYON IÇIN KONSANTRE ÇÖZELTI IÇEREN AMPUL,8699844750220,C01EA01,Pasif,76.92
552,ALRİNAST 2.5MG/5ML ŞURUP,8699680570020,R06AX27,Pasif,75.28
553,ALRİNAST 5MG FİLM KAPLI TABLET,8699680090481,R06AX27,Pasif,75.71
554,ALTARGO %1 MERHEM,8699522387991,D06AX13,Pasif,82.62
561,ALTUZAN 100 MG/4 ML IV KONSANTRE İNFÜZYON ÇÖZELTİSİ,8699505762821,L01FG01,Aktif,76.36
562,ALTUZAN 400 MG/16 ML IV KONSANTRE İNFÜZYON ÇÖZELTİSİ,8699505762838,L01FG01,Aktif,70.05
563,ALUNBRIG 180 MG FILM KAPLı TABLET,8699456090165,L01ED04,Aktif,95.68
564,ALUNBRIG 30 MG FILM KAPLı TABLET,8699456090110,L01ED04,Aktif,95.44
565,ALUNBRIG 90 MG FILM KAPLı TABLET,8699456090141,L01ED04,Aktif,95.53
566,ALUNBRIG 90 MG VE 180 MG FILM KAPLı  TABLET  TEDAVIYE  BAşLANGıç  PAKETI,8699456090189,L01ED04,Aktif,86.34
570,ALVASTİN 10 MG FİLM KAPLI TABLET,8699543090542,C10AA05,Aktif,80.3
571,ALVASTİN 20 MG FİLM KAPLI TABLET,8699543090542,C10AA05,Aktif,80.0
572,ALVASTİN 40 MG FİLM KAPLI TABLET,8699543090085,C10AA05,Aktif,79.9
573,ALVASTIN 80 MG FILM KAPLI TABLET,8699543090542,C10AA05,Aktif,87.8
576,ALYSE 150 MG KAPSÜL,8699514150213,N02BF02,Aktif,94.06
577,ALYSE 25 MG KAPSüL,8699514150244,N02BF02,Aktif,93.94
578,ALYSE 300 MG KAPSüL,8699514150237,N02BF02,Aktif,94.04
579,ALYSE 75 MG KAPSÜL,8699514150183,N02BF02,Aktif,94.34
580,ALZAMED 10 MG FİLM TABLET,8680199090017,N06DA02,Pasif,78.49
581,ALZAMED 5 MG FILM TABLET,8680199090024,N06DA02,Aktif,71.67
582,ALZANCER 10 MG FİLM TABLET,8699540096462,N06DA02,Aktif,73.09
583,ALZANCER 5 MG FİLM TABLET,8699540096417,N06DA02,Aktif,72.89
584,ALZANCER EASYTAB 10MG AĞIZDA DAĞILAN TABLET,8699540070134,N06DA02,Aktif,86.46
585,ALZANCER EASYTAB 5MG AĞIZDA DAĞILAN TABLET,8699540070127,N06DA02,Aktif,86.99
587,ALZANT 10 MG/G ORAL DAMLA,8699569590040,N06DX01,Pasif,81.92
594,ALZİA 10 MG FİLM TABLET,8680638090226,N06DX01,Pasif,72.68
596,ALZIL 10 MG FILM TABLET,8699525094520,N06DA02,Pasif,74.14
597,ALZIL 5 MG FILM TABLET,8699525094520,N06DA02,Pasif,75.01
598,ALZMEX 10 MG FİLM KAPLI TABLET,8699828091202,N06DX01,Pasif,85.35
599,ALZMEX 10 MG/ML ORAL DAMLA,8699828590095,N06DX01,Pasif,88.29
601,AMARYL 1 MG TABLET,8699809010208,A10BB12,Aktif,95.82
602,AMARYL 2 MG TABLET,8699809010215,A10BB12,Aktif,79.16
603,AMARYL 3 MG TABLET,8699809010222,A10BB12,Aktif,95.88
604,AMARYL 4 MG TABLET,8699809010239,A10BB12,Aktif,95.86
606,AMBISOME 50 MG I.V. INFÜZYON IÇIN LIYOFILIZE TOZ IÇEREN FLAKON,8698760790075,J02AA01,Pasif,79.24
607,AMBREKS 15 MG/5 ML PEDIYATRIK ŞURUP,8699540570917,R05CB06,Pasif,78.16
608,AMBREKS 30 MG/5 ML ŞURUP,8699540570900,R05CB06,Pasif,81.59
609,"AMETIK 1,5 G/ 15 ML DAMLA, ÇöZELTI",8699512590011,R06AA10,Aktif,76.78
