TITCK_ID,TITCK_Ilac_Adi,ATC_Barkod,ATC_Kodu,ATC_Durumu,Match Score
9632,NOSPAZM 40 MG FILM KAPLı TABLET,8680760090569,A03AB06,Aktif,76.32
9638,NOTTA 10 MG FİLM KAPLI TABLET,8699536093116,R03DC03,Aktif,85.4
9639,NOTTA 4 MG ÇİĞNEME TABLETİ,8699536080116,R03DC03,Aktif,83.5
9640,NOTTA 4 MG PEDİYATRİK ORAL GRANÜL,8699536250151,R03DC03,Pasif,80.82
9641,NOTTA 5 MG ÇİĞNEME TABLETİ,8699536080130,R03DC03,Aktif,83.34
9642,NOTUSS  15  MG/5  ML  ŞURUP,8699772570006,R05DB13,Aktif,83.48
9643,NOTUSS 50 MG SR TABLET,8699772030135,R05DB13,Aktif,80.65
9644,"NOTUSS 7,5 MG/5 ML ŞURUP",8699772570013,R05DB13,Aktif,78.38
9645,"NOTUSS FORT 22,5 MG/5 ML ŞURUP",8699772570020,R05DB13,Aktif,75.14
9646,NOTUSS FORT ŞURUP,8699772570020,R05DB13,Aktif,86.34
9649,NOVALGIN 1G/2ML IM/IV ENJEKSİYONLUK ÇÖZELTİ,8683060750102,N02BB02,Aktif,75.96
9651,NOVALGIN 250 MG/5  ML ŞURUP,8683060570052,N02BB02,Aktif,88.65
9653,NOVALGIN 500 MG TABLET,8683060010107,N02BB02,Aktif,89.13
9654,NOVALGIN 500 MG/ML ORAL DAMLA,8683060750102,N02BB02,Aktif,82.51
9664,NOVAVIR 75 MG SERT KAPSüL,8699828150589,J05AH02,Aktif,88.23
9672,NOVO RAPID FLEXPEN 3ML 100U/ML,8699676950676,A10AB05,Aktif,83.65
9682,NOVOMIX 30 FLEXPEN 100 U/ML ENJEKSIYONLUK SüSPANSIYON İçEREN KULLANıMA HAZıR KALEM,8699676950829,A10AD05,Pasif,82.61
9683,NOVOMIX 30 PENFILL  100 U/ML ENJEKSIYONLUK SüSPANSIYON İçEREN KARTUş,8699676950690,A10AD05,Aktif,79.78
9684,NOVOMİX 50 FLEXPEN 100 U/ML ENJEKSİYONLUK SÜSPANSİYON İÇEREN KULLANIMA HAZIR KALEM,8699676950829,A10AD05,Pasif,76.86
9686,NOVORAPİD 100 U/ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN FLAKON,8699676770656,A10AB05,Aktif,79.87
9687,NOVORAPİD FLEXPEN 100 U/ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR KALEM,8699676950676,A10AB05,Aktif,76.22
9688,NOVORAPİD PENFİLL 100 U/ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KARTUŞ,8699676950669,A10AB05,Pasif,74.0
9702,NOXAFIL 100 MG ENTERİK KAPLI TABLET,8699636041284,J02AC04,Aktif,81.11
9703,NOXAFIL 300 MG İNFÜZYONLUK KONSANTRE ÇÖZELTİ,8699636791271,J02AC04,Aktif,83.81
9704,NOXAFIL 40MG /ML ORAL SÜSPANSIYON,8699636280799,J02AC04,Aktif,83.6
9707,NPLATE 250 MCG ENJEKSİYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN TOZ(ÜRETİM YERİ: AMGEN TECHNOLOGY (IRELAND)),8699862270045,B02BX04,Aktif,74.21
9708,NPLATE 250 MCG ENJEKSİYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN TOZ(ÜRETİM YERİ:PATHEON ITALIA S.P.A),8699862270045,B02BX04,Aktif,73.99
9709,NPLATE 500 MCG ENJEKSİYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN TOZ(ÜRETİM YERİ: AMGEN TECHNOLOGY(IRELAND)),8699862270045,B02BX04,Aktif,72.76
9714,NUBEQA 300 MG FİLM KAPLI TABLET,8699546093991,L02BB06,Aktif,83.87
9715,NUCALA    100    MG   SC  ENJEKSIYONLUK  ÇÖZELTI  İÇİN LIYOFILIZE TOZ,8699522779987,R03DX09,Aktif,88.85
9716,NUCALA 100 MG/ML SC ENJEKSIYONLUK ÇöZELTİ İÇEREN KULLANIMA HAZıR KALEM,8699522958528,R03DX09,Aktif,96.92
9717,NUCALA 100 MG/ML SC ENJEKSIYONLUK ÇöZELTİ İÇEREN KULLANıMA HAZıR ENJEKTÖR,8699522958542,R03DX09,Aktif,97.14
9718,"NUCALA 40 MG/0,4 ML S.C. ENJEKSIYONLUK ÇöZELTI İçEREN KULLANıMA HAZıR ENJEKTöR",8699522958542,R03DX09,Aktif,85.91
9719,NÜFRO SÜSPANSİYON (60 ML),8699523700027,A07AX03,Pasif,70.55
9725,NUROFEN 200 MG KAPLI TABLET,8690570120028,M01AE01,Pasif,76.87
9726,NUROFEN 400 DRAJE,8690570120028,M01AE01,Pasif,76.36
9729,NURTEC PFİZER 75 MG AĞIZDA DAĞILABİLİR TABLET,8681308050014,N02CD06,Aktif,85.74
9747,NYSTAFUR 500 MG/200.000 I.U. VAJINAL OVüL,8680199198744,G01AA51,Aktif,79.48
9750,"OBRAMİS %0.3 GöZ DAMLASı, çöZELTI",8680199002089,S01AA12,Aktif,90.88
9753,OCLADRA 2 MG / ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN FLAKON,8699702775099,L01BB04,Aktif,79.49
9754,OCLADRA 2 MG/ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN FLAKON,8699702775099,L01BB04,Aktif,80.67
9755,OCREVUS 300 MG/10 ML İNFÜZYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN KONSANTRE,8699505761978,L04AG08,Aktif,88.1
9773,OCTANINE F 1000 IU IV ENJEKSIYON IÇIN TOZ IÇEREN FLAKON,8699686980151,B02BD04,Aktif,70.92
9776,OCTANINE F 500 IU IV ENJEKSIYON IÇIN TOZ IÇEREN FLAKON,8699686980168,B02BD04,Pasif,70.66
9780,"OCUFAMED % 0.3 GöZ DAMLASı, ÇöZELTI",8680030190104,S01AX,Aktif,76.34
9783,ODANAZOL 500 MG/3 ML I.V. İNFÜZYON İÇİN ÇÖZELTİ,8680400770912,J01XD03,Pasif,81.49
9786,ODOMZO 200 MG SERT KAPSüL,8699769150082,L01XJ02,Aktif,74.63
9788,ODYPARK 100 MG/ML ORAL ÇÖZELTİ,8699772650029,N03AX14,Pasif,76.47
9789,OFANS ODT 10 MG AĞIZDA DAĞILAN TABLET,8697929071581,N05AH03,Pasif,91.58
9790,OFANS ODT 10 MG AĞIZDA DAĞILAN TABLET,8697929071581,N05AH03,Pasif,97.66
9791,OFANS ODT 15 MG AĞIZDA DAĞILAN TABLET,8697929071604,N05AH03,Pasif,97.7
9792,"OFANS ODT 2,5 MG AĞIZDA DAĞILAN TABLET",8697929071567,N05AH03,Pasif,97.31
9793,OFANS ODT 20 MG AğıZDA DAğıLABILIR TABLET,8697929071567,N05AH03,Pasif,79.16
9794,OFANS ODT 5 MG AĞIZDA DAĞILAN TABLET,8697929071567,N05AH03,Pasif,97.65
9795,"OFANS ODT 7,5 MG AĞIZDA DAĞILAN TABLET",8697929071567,N05AH03,Pasif,96.56
9796,OFERTA 10 MG FILM KAPLI TABLET,8699536090849,N05AH03,Aktif,92.31
9797,OFERTA 15 MG FILM KAPLI TABLET,8699536091754,N05AH03,Pasif,92.5
9798,OFERTA 2.5 MG FILM  KAPLI TABLET,8699536092430,N05AH03,Pasif,87.89
9799,OFERTA 20 MG FILM KAPLI TABLET,8699536091778,N05AH03,Pasif,92.35
9800,OFERTA 5 MG FILM KAPLI TABLET,8699536090801,N05AH03,Aktif,92.22
9801,OFERTA 7.5 MG FILM KAPLI TABLET,8699536090825,N05AH03,Aktif,92.52
9802,OFEV 100 MG YUMUşAK KAPSüL,8699693190079,L01EX09,Aktif,98.22
9803,OFEV 150 MG  YUMUşAK KAPSüL,8699693190093,L01EX09,Aktif,98.24
9804,OFKOZİN 200 MG FİLM TABLET,8699828090076,J01MA01,Pasif,71.58
9808,OFNOL %0.1 STERIL OFTALMIK ÇöZELTI,8699514610120,S01GX09,Aktif,92.44
9809,OFNOL FRESH STERİL OFTALMİK ÇÖZELTİ,8699514610205,S01GX09,Aktif,71.22
9810,OFNOL S %0.2 STERİL OFTALMİK ÇÖZELTİ,8699514610229,S01GX09,Aktif,77.56
9812,"OFTAMYCİN % 0.3 STERIL GöZ DAMLASı, ÇöZELTI",8699525618252,S01AA12,Aktif,84.7
9822,OKSAMEN 20 MG FİLM KAPLI TABLET,8699541092005,M01AC02,Aktif,71.54
9825,OKSAPAR  10000  ANTİ-XA  IU/1  ML ENJEKSİYONLUK  ÇÖZELTİ  İÇEREN KULLANIMA HAZIR ENJEKTÖR,8699828950073,B01AB05,Pasif,80.28
9826,OKSAPAR  12000  ANTİ-XA  IU/0.8  ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ENJEKTÖR,8699828950080,B01AB05,Pasif,82.31
9827,"OKSAPAR  2000  ANTİ-XA  IU/0,2  ML ENJEKSİYONLUK  ÇÖZELTİ  İÇEREN KULLANIMA HAZIR ENJEKTÖR",8699828950097,B01AB05,Pasif,80.38
9828,"OKSAPAR  4000  ANTİ-XA  IU/0,4  ML ENJEKSİYONLUK  ÇÖZELTİ  İÇEREN KULLANIMA HAZIR ENJEKTÖR",8699828950103,B01AB05,Aktif,80.53
9829,"OKSAPAR  6000  ANTİ-XA  IU/0,6  ML ENJEKSİYONLUK  ÇÖZELTİ  İÇEREN KULLANIMA HAZIR ENJEKTÖR",8699828950110,B01AB05,Aktif,80.68
9830,"OKSAPAR  8000  ANTİ-XA  IU/0,8  ML ENJEKSİYONLUK  ÇÖZELTİ  İÇEREN KULLANIMA HAZIR ENJEKTÖR",8699828950127,B01AB05,Aktif,80.85
9831,OKSAPAR 10000 ANTI-XA IU/1.0 ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ENJEKTÖR,8699828950073,B01AB05,Pasif,84.51
9832,"OKSAPAR 12000 ANTİ-XA  IU/0,8  ML  ENJEKSİYONLUK ÇÖZELTİ  İÇEREN KULLANIMA HAZIR ENJEKTÖR",8699828950080,B01AB05,Pasif,78.41
9833,OKSAPAR 2000 ANTİ-XA  IU/0.2  ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ENJEKTÖR,8699828950097,B01AB05,Pasif,84.41
9834,OKSAPAR 4000 ANTI-XA IU/0.4ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ENJEKTÖR,8699828950103,B01AB05,Aktif,82.39
9835,OKSAPAR 6000 ANTI-XA IU/0.6ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ENJEKTÖR,8699828950110,B01AB05,Aktif,82.25
9836,OKSAPAR 8000 ANTI-XA IU/0.8 ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ENJEKTÖR,8699828950127,B01AB05,Aktif,84.79
9837,OKSIASKARIL ŞURUP,8699651570042,P02CB01,Pasif,83.11
9840,OLADİN % 0.1 GÖZ DAMLASI,8699569610229,S01GX09,Aktif,72.45
9841,"OLADİN % 0.1 GÖZ DAMLASI, ÇÖZELTİ",8699569610229,S01GX09,Aktif,71.23
9842,OLAFER 10 MG EFERVESAN TABLET,8697935020177,N05AH03,Pasif,86.28
9843,OLAFER 15 MG EFERVESAN TABLET,8697935020191,N05AH03,Pasif,86.53
9844,"OLAFER 2,5 MG EFERVESAN TABLET",8697935020115,N05AH03,Pasif,86.35
9845,OLAFER 20 MG EFERVESAN TABLET,8697935020214,N05AH03,Pasif,86.32
9846,OLAFER 5 MG EFERVESAN TABLET,8697935020139,N05AH03,Pasif,86.16
9847,"OLAFER 7,5 MG EFERVESAN TABLET",8697935020153,N05AH03,Pasif,86.56
9849,OLAXINN 10 MG AĞIZDA DAĞILAN TABLET,8699293053026,N05AH03,Aktif,85.75
9850,OLAXINN 10MG AĞIZDA DAĞILAN TABLET,8699293053026,N05AH03,Aktif,82.66
9851,OLAXINN 10MG AĞIZDA DAĞILAN TABLET,8699293053026,N05AH03,Aktif,82.05
9852,OLAXINN 15MG AĞIZDA DAĞILAN TABLET,8699293053033,N05AH03,Aktif,81.18
9853,OLAXINN 15MG AĞIZDA DAĞILAN TABLET,8699293053033,N05AH03,Aktif,81.18
9854,OLAXINN 15MG AĞIZDA DAĞILAN TABLET,8699293053033,N05AH03,Aktif,80.78
9855,OLAXINN 20MG AĞIZDA DAĞILAN TABLET,8699293053040,N05AH03,Aktif,82.68
9856,OLAXINN 20MG AĞIZDA DAĞILAN TABLET,8699293053040,N05AH03,Aktif,82.68
9857,OLAXINN 20MG AĞIZDA DAĞILAN TABLET,8699293053040,N05AH03,Aktif,82.07
9858,OLAXINN 5 MG AĞIZDA DAĞILAN TABLET,8699293053019,N05AH03,Aktif,85.67
9859,OLAXINN 5MG AĞIZDA DAĞILAN TABLET,8699293053019,N05AH03,Aktif,82.69
9873,OLFREX  15  MG  FILM KAPLI TABLET,8699540095120,N05AH03,Aktif,91.24
9874,"OLFREX  2,5  MG  FILM KAPLI TABLET",8699540095007,N05AH03,Aktif,93.04
9875,"OLFREX  7,5  MG  FILM KAPLI TABLET",8699540095007,N05AH03,Aktif,90.39
9876,OLFREX 10 MG FILM KAPLI TABLET,8699540095090,N05AH03,Aktif,91.03
9877,OLFREX 20 MG FILM KAPLI TABLET,8699540095151,N05AH03,Aktif,91.07
9878,OLFREX 5 MG  FILM KAPLI TABLET,8699540095007,N05AH03,Aktif,92.01
9879,OLFREX EASYTAB 10 MG AĞIZDA DAĞILAN TABLET,8699262070054,N05AH03,Pasif,96.24
9880,OLFREX EASYTAB 15 MG AĞIZDA DAĞILAN TABLET,8699262070054,N05AH03,Pasif,95.86
9881,"OLFREX EASYTAB 2,5 MG AĞIZDA DAĞILAN TABLET",8699262070054,N05AH03,Pasif,97.34
9882,OLFREX EASYTAB 20 MG AĞIZDA DAĞILAN TABLET,8699540070073,N05AH03,Aktif,89.71
9883,OLFREX EASYTAB 5 MG AĞIZDA DAĞILAN TABLET,8699262070054,N05AH03,Pasif,96.89
9884,OLGEN 10 MG FILM KAPLI TABLET,8699293093138,C09CA08,Pasif,84.42
9885,OLGEN 20 MG FILM KAPLI TABLET,8699293093152,C09CA08,Pasif,84.47
9886,OLGEN 40 MG FILM KAPLI TABLET,8699293093138,C09CA08,Pasif,82.52
9895,OLIGMA 0.5MG KAPSÜL,8699586152061,L04AD02,Pasif,70.69
9897,OLIGMA 5MG KAPSÜL,8699586152085,L04AD02,Pasif,70.46
9912,OLLAFAX 10 MG FILM  TABLET,8699559090062,N05AH03,Aktif,97.44
9923,OLMEDAY 10 MG FILM TABLET,8680881093937,C09CA08,Pasif,82.06
9924,OLMEDAY 20 MG FILM TABLET,8680881093937,C09CA08,Pasif,83.45
9925,OLMEDAY 40 MG FILM TABLET,8680881093951,C09CA08,Pasif,83.65
9930,OLMETEC 10 MG FILM KAPLI TABLET,8699228090126,C09CA08,Aktif,76.43
9931,OLMETEC 20 MG FILM KAPLI TABLET,8699228090133,C09CA08,Aktif,76.49
9932,OLMETEC 40 MG FILM KAPLI TABLET,8699228090140,C09CA08,Aktif,76.69
9938,OLMYSAR 10 MG FILM KAPLI TABLET,8699569091264,C09CA08,Pasif,83.6
9939,OLMYSAR 20 MG FİLM KAPLI TABLET,8699569091271,C09CA08,Aktif,71.66
9940,OLMYSAR 40 MG FILM KAPLI TABLET,8699569091288,C09CA08,Pasif,81.16
9946,OLNEGİS 10 MG FİLM TABLET,8699738090319,N05AH03,Aktif,80.34
9947,OLNEGIS 10 MG FILM TABLET,8697786090237,N05AH03,Pasif,93.03
9948,OLNEGİS 15 MG FİLM TABLET,8699738090326,N05AH03,Pasif,80.72
9949,OLNEGIS 15 MG FILM TABLET,8697786090251,N05AH03,Pasif,93.14
9951,OLNEGİS 20 MG FİLM TABLET,8699738090333,N05AH03,Aktif,80.42
9952,OLNEGIS 20 MG FILM TABLET,8697786090275,N05AH03,Pasif,95.49
9954,OLNEGİS 5 MG FİLM TABLET,8699738090296,N05AH03,Aktif,80.16
9955,OLNEGIS 5 MG FILM TABLET,8697786090190,N05AH03,Pasif,95.45
9958,OLNEGIS 7.5 MG FILM TABLET,8697786090213,N05AH03,Pasif,95.56
9960,OLSART 10 MG FILM TABLET,8699262090229,C09CA08,Pasif,86.14
9961,OLSART 20 MG FILM TABLET,8699262090236,C09CA08,Pasif,86.18
9962,OLSART 40 MG FILM TABLET,8699262090243,C09CA08,Pasif,86.34
9967,OLVIN 1 MG/ML DOZ AYARLı BURUN SPREYI,8681911540018,R01AA07,Aktif,78.98
9971,OLZANID 10MG FILM TABLET,8699516092221,N05AH03,Pasif,78.65
9972,OLZANID 10MG FILM TABLET,8699516092221,N05AH03,Pasif,78.65
9973,OLZANID 5MG FILM TABLET,8699516092214,N05AH03,Pasif,79.77
9976,OMEPRAZİD 20 MG MİKROPELLET KAPSÜL,8699540160101,A02BC01,Pasif,81.34
9977,OMEPREFUL 40 MG I.V. ENJEKSIYONLUK çöZELTI HAZıRLAMAK IçIN TOZ VE çöZüCü,8699606795414,A02BC01,Aktif,94.15
9978,OMEPROL 20 MG KAPSÜL,8699516154202,A02BC01,Pasif,92.85
9979,OMEPROL 40 MG IV İNFÜZYON İÇIN LIYOFILIZE TOZ İÇEREN FLAKON,8699516793968,A02BC01,Pasif,86.4
9981,OMESEK 20 MG MİKROPELLET KAPSÜL,8699792152121,A02BC01,Aktif,91.23
9982,OMETAN  20 MG FILM KAPLI TABLET,8699525099303,C09CA08,Pasif,83.29
9983,OMETAN 10 MG  FILM KAPLI TABLET,8699525099365,C09CA08,Pasif,83.24
9984,OMETAN 40 MG FILM KAPLI TABLET,8699525099365,C09CA08,Pasif,81.2
9985,OMETAN 5 MG FILM KAPLı TABLET,8699525099365,C09CA08,Pasif,78.66
9993,"OMNIPAQUE 350 MG I /ML IA, IV ENJEKSIYON IÇIN ÇÖZELTI IÇEREN FLAKON",8699688771566,V08AB02,Pasif,72.01
9996,OMNITROPE® 10 MG (30 IU)/1.5 ML SC ENJEKSIYON IçIN çöZELTI IçEREN KARTUş,8681428950126,H01AC01,Aktif,88.82
9997,OMNITROPE® 15 MG (45 IU)/1.5 ML SC ENJEKSIYON IçIN çöZELTI IçEREN KARTUş,8681428950126,H01AC01,Aktif,93.02
9998,OMNITROPE® 5 MG (15 IU)/1.5 ML SC ENJEKSIYON IçIN çöZELTI IçEREN KARTUş,8681428950126,H01AC01,Aktif,90.9
10003,ONADRON SIMPLE %0.1 GöZ/KULAK DAMLASı,8699508610013,S03BA01,Aktif,71.13
10006,ONAXAN 20 MG FILM KAPLı TABLET,8699543092102,B01AF01,Aktif,75.75
10008,ONAXAN® 15 MG FILM KAPLı TABLET,8699543092096,B01AF01,Aktif,70.97
10011,ONCEAIR 10 MG FİLM KAPLI TABLET,8699514096092,R03DC03,Aktif,89.96
10012,ONCEAIR 4 MG CIGNEME TABLETİ,8699514086079,R03DC03,Aktif,95.23
10013,ONCEAIR 4 MG PEDIYATRIK ORAL GRANÜL,8699514240013,R03DC03,Aktif,87.23
10014,ONCEAIR 5 MG ÇİĞNEME TABLETİ,8699514086086,R03DC03,Aktif,87.89
10015,"ONCEFT 0,5 G IM ENJEKSIYONLUK ÇöZELTI  HAZıRLAMAK  İçIN  TOZ  VE  ÇöZüCü",8680712270193,J01DD04,Aktif,81.1
10016,"ONCEFT 0,5 G IV ENJEKSIYONLUK ÇöZELTI  HAZıRLAMAK  İçIN  TOZ  VE  ÇöZüCü",8680712270193,J01DD04,Aktif,82.51
10017,ONCEFT 1 G IM ENJEKSIYONLUK ÇöZELTI  HAZıRLAMAK  İçIN  TOZ  VE  ÇöZüCü,8680712270216,J01DD04,Aktif,81.01
10018,ONCEFT 1 G IV ENJEKSIYONLUK ÇöZELTI  HAZıRLAMAK  İçIN  TOZ  VE  ÇöZüCü,8680712270216,J01DD04,Aktif,82.42
10021,ONDAREN 4 MG/2 ML ENJEKSIYONLUK ÇÖZELTI IÇEREN AMPUL,8699844750404,A04AA01,Aktif,91.6
10022,ONDAREN 8MG/4ML ENJEKSIYONLUK ÇÖZELTI IÇEREN AMPUL,8699844750398,A04AA01,Aktif,86.64
10030,ONEPTUS 24 MG/ 26 MG FILM KAPLı TABLET,8699074090530,C09DX04,Aktif,85.8
10031,ONEPTUS 49 MG/ 51 MG FILM KAPLı TABLET,8699074090547,C09DX04,Aktif,86.1
10032,ONEPTUS 97 MG/ 103 MG FILM KAPLı TABLET,8699074090554,C09DX04,Aktif,86.31
10039,ONGLYZA 5 MG FILM KAPLI TABLET,8699786090569,A10BH03,Aktif,84.03
10045,ONTIRAN 2G ORAL SÜSPANSIYON İÇIN GRANÜL,8699262240013,M05BX03,Pasif,79.16
10046,ONUREG 200 MG FİLM KAPLI TABLET,8699726098204,L01BC07,Aktif,86.2
10047,ONUREG 300 MG FİLM KAPLI TABLET,8699726098006,L01BC07,Aktif,86.27
10050,ONZYD 4 MG AĞIZDA DAĞILAN TABLET,8699369070049,A04AA01,Aktif,96.0
10052,ONZYD 8 MG AĞIZDA DAĞILAN TABLET,8699369070056,A04AA01,Aktif,96.01
10054,OPAGİS 30 MG KAPSÜL,8681911160018,A02BC03,Aktif,70.4
10055,OPAXOL 300 MGI/ML IA/IV/İNTRATEKAL ENJEKSIYONLUK ÇÖZELTİ,8682279997421,V08AB02,Aktif,75.44
10056,OPAXOL 350 MGI/ML IA/IV ENJEKSIYONLUK ÇÖZELTİ,8682279997452,V08AB02,Aktif,79.66
10057,OPDIVO 100 MG/10 ML İV İNFÜZYONLUK ÇÖZELTİ KONSANTRESİ İÇEREN FLAKON,8699726765502,L01FF01,Aktif,73.73
10058,OPDIVO 40 MG/4 ML İV İNFÜZYONLUK ÇÖZELTİ KONSANTRESİ İÇEREN FLAKON,8699726765007,L01FF01,Aktif,73.47
10060,OPEMİN 800 MG FİLM TABLET,8699578093013,N06BX03,Aktif,70.49
10061,OPILOX 80 MG /G TIRNAK CILASI SETI,8699738650025,D01AE14,Aktif,76.47
10066,OPRAKS 275 MG FİLM KAPLI TABLET,8699622090036,M01AE02,Pasif,80.91
10067,OPRAKS FORT FİLM KAPLI TABLET,8699622090050,M01AE02,Pasif,74.92
10068,OPRELAST 10 MG+20 MG+30 MG FILM KAPLı TABLET TEDAVIYE  BAşLAMA PAKETI,8699586096068,L04AA32,Aktif,95.97
10069,OPRELAST 30 MG FİLM KAPLI TABLET,8699586096051,L04AA32,Aktif,88.99
10071,OPSENTAN 10 MG FİLM KAPLI TABLET,8699769090265,C02KX04,Aktif,79.57
10073,OPSUMİT 10 MG FİLM KAPLI TABLET,8699593095467,C02KX04,Aktif,81.37
10074,OPSYNVİ 10 MG/40 MG FİLM KAPLI TABLET,8699593095672,C02KX54,Aktif,85.54
10077,OPTIRAY 240 STERIL ENJEKTABL ÇÖZELTI IÇEREN CAM ŞIŞE,8699679777096,V08AB07,Pasif,86.37
10079,OPTİRAY 300 MG/ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN CAM ŞİŞE,8699679777096,V08AB07,Pasif,77.41
10080,OPTİRAY 300 MG/ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ENJEKTÖR,8699679957016,V08AB07,Pasif,75.67
10081,OPTIRAY 320 STERIL ENJEKTABL ÇÖZELTI IÇEREN CAM ŞIŞE,8699679777096,V08AB07,Pasif,86.57
10082,OPTIRAY 320 STERIL ENJEKTABL ÇÖZELTI IÇEREN KULLANIMA HAZIR ŞIRINGA,8699679957016,V08AB07,Pasif,88.93
10083,OPTİRAY 350 MG / ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN CAM ŞİŞE,8699679777140,V08AB07,Pasif,78.16
10084,OPTİRAY 350 MG/ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ENJEKTÖR,8699679957054,V08AB07,Pasif,76.34
10090,ORAKSETIL 250 MG FILM TABLET,8699517090332,J01DC02,Pasif,74.61
10091,ORAKSETIL 500 MG FILM TABLET,8699517090325,J01DC02,Pasif,72.4
10092,ORALAC 670 MG/ML ŞURUP,8680530620088,A06AD11,Aktif,78.54
10096,ORCAFİL 10 MG FİLM TABLET,8680199090567,G04BE08,Aktif,71.11
10098,ORCAFİL 5 MG FILM KAPLI TABLET,8680199090567,G04BE08,Aktif,83.49
10102,ORENCIA 250 MG KONSANTRE PERFÜZYONLUK ÇÖZELTİ İÇİN TOZ İÇEREN FLAKON,8699726266405,L04AA24,Aktif,78.45
10103,ORENCIA SC 125 MG/ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR DOLU ENJEKTÖR,8699726950601,L04AA24,Aktif,74.17
10105,ORGALUTRAN 0.25 MG/0.5 ML ENJEKSİYONLUK ÇÖZELTİ,8683280337312,H01CC01,Aktif,75.99
10106,ORGAMETRIL 5 MG TABLET,8683280337336,G03DC03,Aktif,91.34
10111,ORLOFF 120 MG SERT KAPSüL,8680199157864,A08AB01,Aktif,95.9
10112,ORLOFF 60 MG SERT KAPSüL,8680199157864,A08AB01,Aktif,92.86
10113,ORNİDONE 250 MG FİLM TABLET,8699772090108,P01AB03,Pasif,79.98
10115,ORNİSİD 250 MG FİLM  KAPLI TABLET,8699514092315,P01AB03,Aktif,77.33
10116,ORNİSİD 500 MG VAJİNAL TABLET,8699514102366,G01AF06,Aktif,75.38
10117,ORNİSİD FORT 500 MG FİLM KAPLI TABLET,8699514092377,P01AB03,Aktif,76.48
10118,ORNITOP 250 MG FILM KAPLI TABLET,8699622090203,P01AB03,Pasif,96.36
10119,ORNITOP 500 MG FILM TABLET,8699622090210,P01AB03,Aktif,97.92
10120,OROFEN %5 KREM,8683498449029,M02AA13,Aktif,86.3
10122,OROFERON DEPO 80 MG KAPLı TABLET,8699828140030,B03AA07,Aktif,75.04
10126,ORSERDU 345 MG FILM KAPLı TABLET,8699831090421,L02BA04,Aktif,85.22
10127,ORSERDU 86 MG FILM KAPLı TABLET,8699831090414,L02BA04,Aktif,84.32
10130,ORYVA 10 MG TABLET,8699541015295,N05AX12,Aktif,70.26
10131,ORYVA 15 MG TABLET,8699541015301,N05AX12,Aktif,70.85
10132,ORYVA 30 MG TABLET,8699541015318,N05AX12,Aktif,70.35
10133,ORYVA 5 MG TABLET,8699541015288,N05AX12,Aktif,81.82
10142,OSEFLU 30 MG GRANüL IçEREN SAşE,8680881242359,J05AH02,Pasif,90.51
10143,OSEFLU 30 MG KAPSÜL,8697932150136,J05AH02,Pasif,76.83
10144,OSEFLU 30 MG KAPSÜL,8680881154591,J05AH02,Aktif,73.84
10145,OSEFLU 45 MG KAPSÜL,8697932150143,J05AH02,Pasif,77.91
10146,OSEFLU 45 MG KAPSÜL,8680881154591,J05AH02,Aktif,72.43
10147,OSEFLU 75 MG KAPSÜL,8680881154591,J05AH02,Aktif,77.7
10148,"OSEL %10 DEKSTRAN-40 %0,9 İZOTONİK SODYUM KLORÜR  ÇöZELTISI",8699788695267,B05AA05,Aktif,75.24
10149,"OSEL %6 DEKSTRAN-70 %0,9 İZOTONİK SODYUM KLORÜR ÇÖZELTİSİ",8699788695274,B05AA05,Aktif,76.17
10150,OSELMİR 12 MG/ML ORAL SüSPANSIYON HAZıRLAMAK IçIN TOZ,8699569280552,J05AH02,Aktif,88.5
10151,OSELMIR 30 MG SERT KAPSüL,8699569150633,J05AH02,Aktif,94.03
10152,OSELMIR 45 MG SERT KAPSüL,8699569150633,J05AH02,Aktif,92.13
10153,OSELMIR 75 MG SERT KAPSüL,8699569150633,J05AH02,Aktif,97.36
10156,OSETRON 4MG/2ML I.V./I.M. ENJEKSİYONLUK ÇÖZELTİ İÇEREN AMPUL,8680400770387,A04AA01,Aktif,80.8
